user_id,country,signup_date,acquisition_channel,initial_plan
U00152,IT,2023-08-05,ads,free
U00153,DE,2023-07-25,ads,free
U00154,TR,2023-11-16,organic,pro
U00155,SE,2024-02-13,ads,enterprise
U00156,IT,2024-01-18,ads,free
U00157,US,2024-03-24,organic,pro
U00158,FR,2024-06-13,organic,free
U00159,IT,2024-04-07,ads,free
U00160,US,2023-05-04,ads,free
U00161,CH,2023-09-11,organic,free
U00162,US,2023-08-19,referral,enterprise
U00163,US,2023-03-07,organic,free
U00164,TR,2023-12-13,referral,free
U00165,DE,2023-01-22,organic,pro
U00166,FR,2023-08-24,ads,enterprise
U00167,IT,2023-08-14,organic,pro
U00168,DE,2023-01-08,referral,free
U00169,DE,2023-03-14,organic,free
U00170,TR,2023-03-02,referral,free
U00171,US,2023-08-23,partner,free
U00172,DE,2023-03-11,ads,enterprise
U00173,TR,2023-02-02,ads,free
U00174,IT,2023-12-05,ads,free
U00175,US,2023-03-14,organic,pro
U00176,DE,2024-06-10,ads,pro
U00177,US,2023-09-01,referral,free
U00178,CH,2023-10-13,ads,free
U00179,NL,2024-05-12,ads,free
U00180,DE,2023-08-08,ads,free
U00181,IT,2023-05-16,referral,free
U00182,DE,2024-04-29,organic,free
U00183,NL,2023-09-06,referral,free
U00184,NL,2024-04-29,partner,free
U00185,IT,2024-02-21,organic,free
U00186,US,2023-07-14,ads,enterprise
U00187,FR,2023-04-07,ads,free
U00188,TR,2023-04-10,ads,pro
U00189,TR,2024-03-17,organic,free
U00190,IT,2023-12-29,ads,pro
U00191,DE,2024-03-09,ads,free
U00192,NL,2024-02-25,organic,free
U00193,NL,2024-04-23,organic,pro
U00194,US,2023-02-25,organic,pro
U00195,IT,2023-04-11,organic,enterprise
U00196,IT,2023-03-04,referral,pro
U00197,US,2024-02-17,organic,free
U00198,NL,2023-12-14,ads,free
U00199,NL,2023-04-22,referral,free
U00200,FR,2023-09-12,partner,free
U00201,US,2023-07-16,ads,pro
U00202,DE,2023-07-14,organic,free
U00203,DE,2024-04-04,organic,enterprise
U00204,NL,2023-05-24,ads,free
U00205,US,2024-03-08,referral,free
U00206,DE,2023-07-07,ads,free
U00207,DE,2023-10-13,referral,free
U00208,US,2024-04-18,organic,pro
U00209,DE,2023-09-13,organic,enterprise
U00210,DE,2023-03-19,ads,free
U00211,TR,2024-03-29,ads,pro
U00212,US,2023-04-11,ads,pro
U00213,US,2023-02-21,ads,enterprise
U00214,IT,2023-01-16,ads,free
U00215,US,2023-04-06,referral,free
U00216,IT,2023-08-31,organic,free
U00217,IT,2023-06-20,referral,free
U00218,US,2024-02-21,organic,free
U00219,US,2024-05-12,referral,free
U00220,FR,2024-05-07,partner,pro
U00221,US,2023-08-07,ads,free
U00222,TR,2024-02-15,referral,pro
U00223,DE,2023-03-02,organic,pro
U00224,CH,2023-06-18,referral,pro
U00225,IT,2024-01-24,organic,free
U00226,IT,2023-01-03,organic,free
U00227,SE,2024-02-04,ads,free
U00228,CH,2023-09-29,ads,free
U00229,NL,2024-04-10,organic,pro
U00230,US,2023-10-20,partner,free
U00231,FR,2024-03-09,organic,free
U00232,TR,2024-05-13,ads,free
U00233,TR,2023-06-08,referral,free
U00234,TR,2023-07-14,referral,enterprise
U00235,DE,2023-10-31,ads,enterprise
U00236,US,2023-08-11,ads,free
U00237,IT,2023-03-01,ads,free
U00238,DE,2023-03-04,referral,enterprise
U00239,US,2023-11-18,referral,enterprise
U00240,DE,2023-02-28,ads,pro
U00241,NL,2023-02-21,ads,free
U00242,SE,2024-05-03,referral,free
U00243,NL,2024-05-29,referral,free
U00244,CH,2024-06-27,referral,pro
U00245,DE,2023-06-11,organic,pro
U00246,NL,2023-02-28,ads,free
U00247,CH,2024-06-04,organic,free
U00248,SE,2023-03-24,ads,pro
U00249,SE,2023-07-10,referral,pro
U00250,NL,2023-03-12,organic,pro
U00251,IT,2023-03-11,referral,pro
U00252,CH,2023-08-29,organic,free
U00253,NL,2024-02-18,referral,free
U00254,IT,2023-05-03,ads,pro
U00255,DE,2023-09-10,organic,pro
U00256,TR,2023-02-10,organic,free
U00257,NL,2023-03-25,ads,free
U00258,US,2024-03-05,referral,pro
U00259,TR,2024-06-19,organic,free
U00260,DE,2023-11-20,organic,free
U00261,US,2023-09-25,referral,pro
U00262,SE,2023-07-29,referral,pro
U00263,DE,2023-11-18,organic,pro
U00264,TR,2023-09-02,referral,free
U00265,NL,2023-09-29,ads,free
U00266,US,2024-02-10,ads,free
U00267,US,2023-05-15,organic,pro
U00268,US,2023-11-04,organic,pro
U00269,CH,2024-04-13,organic,free
U00270,IT,2023-11-20,ads,free
U00271,FR,2023-03-16,organic,free
U00272,FR,2023-01-10,referral,free
U00273,NL,2024-04-14,organic,free
U00274,NL,2023-04-13,partner,pro
U00275,TR,2023-03-17,referral,pro
U00276,TR,2023-08-07,ads,pro
U00277,FR,2024-06-02,ads,pro
U00278,US,2023-09-29,ads,free
U00279,US,2023-05-16,referral,enterprise
U00280,FR,2023-12-24,ads,free
U00281,NL,2023-03-12,ads,free
U00282,IT,2023-09-08,referral,free
U00283,CH,2024-01-14,organic,free
U00284,DE,2023-10-19,ads,free
U00285,TR,2023-06-11,ads,free
U00286,DE,2024-03-24,referral,free
U00287,TR,2023-11-06,referral,pro
U00288,TR,2024-06-25,ads,free
U00289,IT,2023-01-09,organic,free
U00290,TR,2023-11-03,referral,enterprise
U00291,DE,2023-04-17,referral,pro
U00292,DE,2023-05-18,referral,free
U00293,FR,2023-09-28,organic,free
U00294,CH,2023-04-29,referral,pro
U00295,DE,2023-04-20,ads,free
U00296,TR,2023-06-09,ads,free
U00297,FR,2023-10-06,organic,free
U00298,IT,2023-10-16,organic,pro
U00299,US,2023-08-04,referral,free
U00300,DE,2023-12-18,ads,free
U00301,DE,2023-07-28,referral,free
U00302,TR,2023-09-28,ads,pro
U00303,TR,2024-06-01,organic,pro
U00304,US,2024-05-15,ads,pro
U00305,US,2023-09-15,organic,free
U00306,SE,2023-02-22,organic,enterprise
U00307,TR,2023-04-05,organic,free
U00308,IT,2024-03-09,ads,free
U00309,FR,2023-10-11,organic,enterprise
U00310,IT,2023-02-15,referral,enterprise
U00311,CH,2023-01-04,ads,pro
U00312,DE,2023-12-08,ads,enterprise
U00313,DE,2023-05-14,ads,free
U00314,SE,2023-09-26,referral,free
U00315,FR,2023-06-15,organic,free
U00316,US,2024-03-28,ads,free
U00317,CH,2024-03-13,referral,pro
U00318,DE,2023-01-10,organic,free
U00319,DE,2023-04-25,ads,pro
U00320,IT,2023-03-19,partner,free
U00321,TR,2023-06-02,organic,free
U00322,US,2023-02-06,organic,free
U00323,US,2024-01-14,organic,enterprise
U00324,IT,2023-06-01,referral,pro
U00325,SE,2024-03-16,ads,pro
U00326,US,2023-05-11,ads,pro
U00327,TR,2023-02-12,ads,pro
U00328,US,2023-11-12,referral,enterprise
U00329,CH,2024-01-09,organic,free
U00330,IT,2023-02-10,organic,free
U00331,CH,2024-01-02,ads,free
U00332,FR,2023-08-04,organic,enterprise
U00333,DE,2023-09-13,referral,enterprise
U00334,DE,2023-04-16,organic,pro
U00335,DE,2023-12-29,referral,free
U00336,DE,2024-02-21,ads,free
U00337,NL,2023-06-08,referral,free
U00338,US,2023-08-31,ads,free
U00339,TR,2023-06-16,organic,free
U00340,DE,2023-07-01,partner,free
U00341,TR,2024-02-27,partner,enterprise
U00342,TR,2023-01-26,ads,free
U00343,DE,2023-07-03,organic,enterprise
U00344,CH,2023-12-07,ads,pro
U00345,CH,2024-02-26,referral,free
U00346,US,2023-09-12,organic,free
U00347,US,2023-10-01,organic,enterprise
U00348,DE,2023-06-13,ads,pro
U00349,CH,2023-04-21,referral,free
U00350,US,2024-01-27,organic,free
U00351,TR,2023-02-09,ads,pro
U00352,NL,2024-04-26,organic,free
U00353,US,2023-08-16,ads,free
U00354,DE,2023-07-24,organic,pro
U00355,DE,2024-04-16,referral,pro
U00356,US,2023-12-25,referral,free
U00357,DE,2023-11-09,organic,enterprise
U00358,TR,2023-08-22,referral,pro
U00359,NL,2023-08-17,organic,pro
U00360,TR,2023-01-25,ads,free
U00361,CH,2023-07-17,partner,free
U00362,US,2024-02-13,ads,free
U00363,TR,2023-12-03,ads,free
U00364,TR,2023-10-13,partner,enterprise
U00365,NL,2023-03-13,ads,enterprise
U00366,CH,2023-10-13,referral,pro
U00367,SE,2023-12-26,referral,free
U00368,NL,2024-06-05,organic,pro
U00369,DE,2024-02-14,ads,free
U00370,DE,2023-12-06,organic,free
U00371,DE,2023-01-29,ads,free
U00372,DE,2023-04-29,organic,free
U00373,DE,2023-09-25,referral,free
U00374,US,2023-07-02,organic,free
U00375,DE,2023-09-29,organic,free
U00376,IT,2023-02-09,organic,pro
U00377,FR,2023-04-22,organic,free
U00378,DE,2024-03-20,referral,pro
U00379,FR,2023-12-20,ads,free
U00380,IT,2023-11-18,referral,free
U00381,DE,2024-03-22,organic,pro
U00382,US,2024-06-07,ads,free
U00383,US,2023-04-29,ads,free
U00384,NL,2024-01-30,organic,pro
U00385,US,2023-07-14,organic,free
U00386,FR,2023-09-18,ads,pro
U00387,IT,2023-02-15,referral,free
U00388,DE,2024-03-22,organic,free
U00389,FR,2023-01-02,referral,pro
U00390,FR,2024-06-16,ads,free
U00391,SE,2023-07-21,ads,free
U00392,CH,2024-01-08,ads,free
U00393,CH,2024-03-17,ads,free
U00394,FR,2023-03-13,referral,pro
U00395,IT,2023-12-05,ads,pro
U00396,NL,2023-11-18,organic,pro
U00397,NL,2023-05-08,ads,free
U00398,CH,2023-11-04,organic,pro
U00399,FR,2024-06-03,referral,free
U00400,FR,2023-11-13,organic,pro
U00401,DE,2024-02-23,organic,pro
U00402,NL,2023-12-01,ads,free
U00403,TR,2024-02-17,referral,enterprise
U00404,FR,2023-10-30,organic,pro
U00405,IT,2023-05-11,organic,pro
U00406,NL,2023-07-16,organic,pro
U00407,CH,2024-03-06,referral,pro
U00408,DE,2024-01-24,organic,enterprise
U00409,NL,2023-06-28,organic,pro
U00410,DE,2023-11-05,organic,free
U00411,IT,2024-02-20,ads,pro
U00412,SE,2023-01-01,organic,free
U00413,SE,2023-11-08,organic,enterprise
U00414,TR,2023-10-21,organic,enterprise
U00415,US,2023-08-04,organic,free
U00416,CH,2024-03-16,ads,pro
U00417,IT,2023-11-26,referral,enterprise
U00418,IT,2024-04-21,referral,free
U00419,US,2024-03-28,referral,free
U00420,FR,2024-03-28,ads,free
U00421,FR,2023-08-07,organic,pro
U00422,FR,2024-06-07,referral,free
U00423,DE,2024-04-29,organic,pro
U00424,TR,2023-06-23,organic,free
U00425,DE,2023-03-28,referral,free
U00426,TR,2023-10-18,organic,free
U00427,CH,2024-06-11,organic,free
U00428,NL,2023-12-10,ads,free
U00429,CH,2023-04-06,ads,free
U00430,DE,2023-08-29,ads,pro
U00431,DE,2023-11-14,referral,free
U00432,FR,2023-08-19,organic,pro
U00433,US,2023-07-23,organic,free
U00434,DE,2023-05-31,referral,free
U00435,DE,2023-01-26,organic,free
U00436,US,2023-02-17,organic,pro
U00437,DE,2023-09-08,ads,free
U00438,FR,2024-05-01,referral,free
U00439,US,2023-03-16,ads,enterprise
U00440,DE,2024-04-11,ads,pro
U00441,DE,2024-02-29,ads,free
U00442,SE,2023-07-19,ads,pro
U00443,CH,2024-01-29,ads,pro
U00444,CH,2024-05-21,organic,pro
U00445,FR,2024-02-14,ads,free
U00446,NL,2023-09-07,organic,free
U00447,SE,2023-06-01,ads,pro
U00448,FR,2023-01-06,ads,free
U00449,CH,2023-04-20,organic,enterprise
U00450,DE,2024-03-11,referral,free
U00451,FR,2023-08-13,referral,free
U00452,TR,2023-06-30,partner,enterprise
U00453,CH,2024-06-14,organic,free
U00454,NL,2024-04-20,organic,free
U00455,DE,2023-02-21,organic,pro
U00456,TR,2023-09-13,organic,free
U00457,DE,2023-05-05,ads,pro
U00458,TR,2024-04-12,organic,free
U00459,DE,2023-05-17,organic,free
U00460,DE,2024-04-20,organic,free
U00461,DE,2024-06-27,organic,pro
U00462,US,2023-11-21,ads,free
U00463,US,2024-03-29,organic,free
U00464,TR,2024-05-31,ads,pro
U00465,SE,2024-03-12,partner,enterprise
U00466,CH,2024-04-01,ads,pro
U00467,IT,2023-06-12,ads,free
U00468,NL,2024-05-01,referral,free
U00469,IT,2024-04-05,organic,pro
U00470,SE,2023-09-23,ads,pro
U00471,DE,2023-09-11,organic,pro
U00472,SE,2023-10-11,ads,enterprise
U00473,DE,2024-06-17,ads,pro
U00474,NL,2024-05-11,ads,free
U00475,TR,2023-09-02,organic,pro
U00476,SE,2023-10-09,referral,pro
U00477,DE,2024-03-26,organic,pro
U00478,TR,2023-03-21,organic,enterprise
U00479,SE,2023-10-20,ads,free
U00480,TR,2023-08-29,ads,pro
U00481,US,2023-10-06,referral,free
U00482,US,2023-12-10,ads,free
U00483,TR,2023-11-24,referral,free
U00484,US,2023-03-24,organic,enterprise
U00485,TR,2023-05-22,referral,enterprise
U00486,NL,2023-06-04,ads,pro
U00487,DE,2023-08-25,ads,free
U00488,IT,2024-01-28,referral,free
U00489,SE,2023-06-06,referral,pro
U00490,NL,2023-08-08,ads,free
U00491,TR,2023-03-07,partner,free
U00492,US,2024-02-29,ads,pro
U00493,IT,2024-02-22,ads,free
U00494,DE,2023-12-05,organic,free
U00495,TR,2024-04-22,organic,free
U00496,CH,2024-03-01,partner,enterprise
U00497,TR,2023-03-05,organic,pro
U00498,DE,2023-07-31,ads,enterprise
U00499,SE,2024-03-06,organic,pro
U00500,SE,2024-02-03,ads,free
U00501,US,2023-01-21,organic,enterprise
U00502,TR,2024-01-25,organic,free
U00503,IT,2024-05-03,ads,free
U00504,FR,2023-01-07,organic,free
U00505,US,2023-12-27,organic,pro
U00506,DE,2023-11-02,organic,enterprise
U00507,NL,2024-02-04,organic,free
U00508,FR,2024-03-05,ads,free
U00509,NL,2023-08-14,ads,pro
U00510,US,2024-05-14,ads,free
U00511,US,2023-08-13,ads,pro
U00512,CH,2023-10-07,organic,free
U00513,NL,2024-03-22,partner,free
U00514,NL,2024-05-12,organic,free
U00515,DE,2023-01-30,organic,free
U00516,DE,2024-02-03,organic,pro
U00517,CH,2023-12-11,ads,enterprise
U00518,FR,2024-02-19,referral,free
U00519,SE,2023-06-19,partner,pro
U00520,DE,2024-04-23,organic,pro
U00521,TR,2023-05-11,ads,free
U00522,CH,2024-06-30,referral,free
U00523,SE,2023-01-28,ads,pro
U00524,FR,2024-02-08,referral,free
U00525,FR,2023-01-28,referral,free
U00526,TR,2023-03-27,ads,enterprise
U00527,CH,2024-03-14,partner,pro
U00528,IT,2023-05-19,partner,free
U00529,DE,2024-04-17,referral,free
U00530,NL,2023-07-06,organic,free
U00531,FR,2023-02-21,ads,free
U00532,SE,2023-09-24,organic,free
U00533,SE,2024-01-24,organic,free
U00534,TR,2023-12-02,ads,free
U00535,FR,2023-08-05,organic,pro
U00536,NL,2024-04-10,organic,free
U00537,FR,2023-12-01,ads,free
U00538,IT,2023-12-12,ads,free
U00539,TR,2024-01-24,ads,free
U00540,DE,2023-10-12,organic,free
U00541,SE,2024-03-07,organic,free
U00542,US,2023-09-16,ads,free
U00543,IT,2023-03-25,partner,free
U00544,US,2024-04-26,ads,pro
U00545,US,2023-01-20,organic,free
U00546,CH,2023-02-23,referral,free
U00547,DE,2023-12-25,referral,free
U00548,US,2023-08-18,ads,enterprise
U00549,TR,2023-03-12,referral,enterprise
U00550,FR,2023-02-11,referral,free
U00551,TR,2023-02-01,organic,free
U00552,NL,2023-09-11,organic,free
U00553,TR,2023-07-24,ads,free
U00554,TR,2023-01-21,organic,free
U00555,NL,2023-06-06,organic,free
U00556,CH,2023-09-02,referral,free
U00557,DE,2023-05-10,organic,free
U00558,DE,2024-04-29,organic,free
U00559,FR,2023-04-28,ads,enterprise
U00560,US,2023-08-12,ads,free
U00561,US,2024-04-21,ads,pro
U00562,IT,2023-09-20,ads,free
U00563,DE,2024-01-13,organic,free
U00564,DE,2023-06-21,referral,pro
U00565,CH,2023-04-28,organic,free
U00566,TR,2023-06-17,organic,free
U00567,CH,2023-11-15,organic,free
U00568,CH,2023-04-21,ads,free
U00569,NL,2023-01-27,organic,free
U00570,IT,2023-11-16,ads,free
U00571,TR,2024-01-20,organic,free
U00572,FR,2024-02-11,ads,free
U00573,CH,2023-07-23,ads,free
U00574,US,2023-03-19,organic,free
U00575,NL,2023-09-06,referral,pro
U00576,NL,2023-04-15,organic,free
U00577,DE,2023-11-05,referral,pro
U00578,NL,2023-05-04,organic,enterprise
U00579,TR,2023-02-12,organic,free
U00580,IT,2023-12-22,organic,free
U00581,TR,2024-06-29,referral,free
U00582,SE,2024-03-14,ads,free
U00583,TR,2024-01-15,ads,pro
U00584,IT,2023-03-12,ads,free
U00585,US,2024-06-02,organic,free
U00586,IT,2023-12-16,referral,free
U00587,DE,2023-01-13,ads,pro
U00588,DE,2024-03-06,organic,free
U00589,DE,2024-05-16,referral,pro
U00590,DE,2023-04-19,organic,pro
U00591,DE,2024-03-19,organic,free
U00592,US,2024-01-06,referral,free
U00593,DE,2024-04-15,organic,free
U00594,IT,2023-06-06,organic,free
U00595,NL,2024-03-21,ads,pro
U00596,TR,2023-06-30,ads,free
U00597,US,2024-06-18,organic,free
U00598,DE,2023-10-04,organic,free
U00599,DE,2024-05-10,partner,free
U00600,DE,2024-04-21,partner,free
U00601,DE,2024-03-22,referral,free
U00602,IT,2023-10-02,ads,free
U00603,DE,2023-11-27,partner,free
U00604,DE,2023-09-09,organic,free
U00605,DE,2023-03-30,organic,free
U00606,TR,2023-10-13,organic,free
U00607,IT,2024-04-06,ads,free
U00608,CH,2023-09-07,ads,free
U00609,TR,2024-04-20,referral,free
U00610,US,2024-01-24,organic,free
U00611,DE,2023-12-11,organic,free
U00612,FR,2023-01-30,organic,free
U00613,US,2024-05-21,referral,free
U00614,DE,2023-11-29,organic,free
U00615,NL,2023-07-06,organic,free
U00616,NL,2024-05-14,ads,free
U00617,DE,2023-08-06,ads,free
U00618,IT,2023-12-30,partner,pro
U00619,FR,2023-09-22,organic,free
U00620,US,2023-12-15,organic,free
U00621,DE,2023-10-14,organic,free
U00622,IT,2023-10-10,referral,free
U00623,CH,2023-01-11,organic,free
U00624,TR,2024-06-13,organic,free
U00625,US,2023-07-15,organic,free
U00626,CH,2023-03-29,ads,pro
U00627,TR,2023-09-05,referral,free
U00628,US,2024-02-21,referral,enterprise
U00629,DE,2024-05-15,referral,pro
U00630,IT,2023-09-04,referral,pro
U00631,US,2024-05-02,referral,pro
U00632,NL,2024-05-17,organic,free
U00633,TR,2024-04-03,referral,free
U00634,TR,2023-01-18,organic,free
U00635,DE,2023-04-06,ads,free
U00636,CH,2023-10-29,organic,free
U00637,TR,2023-08-15,partner,pro
U00638,IT,2024-02-19,organic,free
U00639,IT,2023-09-07,referral,free
U00640,CH,2023-11-10,ads,pro
U00641,DE,2024-01-13,ads,free
U00642,IT,2024-04-29,organic,free
U00643,IT,2024-06-27,ads,free
U00644,IT,2023-12-19,ads,pro
U00645,DE,2024-03-11,ads,free
U00646,NL,2023-12-05,referral,pro
U00647,TR,2023-12-27,ads,free
U00648,US,2024-04-09,ads,enterprise
U00649,FR,2023-10-05,ads,free
U00650,TR,2023-11-10,organic,pro
U00651,DE,2023-09-15,organic,enterprise
U00652,TR,2023-08-25,organic,free
U00653,TR,2023-05-04,organic,free
U00654,US,2023-07-17,ads,free
U00655,CH,2023-11-20,organic,free
U00656,DE,2023-05-03,referral,pro
U00657,IT,2023-07-09,ads,free
U00658,CH,2023-07-16,organic,enterprise
U00659,US,2023-08-10,ads,pro
U00660,TR,2024-05-10,ads,free
U00661,CH,2023-10-11,organic,free
U00662,SE,2024-06-21,organic,free
U00663,US,2023-10-17,ads,free
U00664,IT,2023-04-13,ads,free
U00665,DE,2023-07-18,partner,free
U00666,DE,2023-10-31,referral,enterprise
U00667,IT,2023-08-21,referral,free
U00668,DE,2024-01-05,organic,free
U00669,DE,2023-07-03,organic,free
U00670,IT,2023-11-06,organic,pro
U00671,DE,2023-01-15,ads,free
U00672,NL,2024-06-30,organic,free
U00673,DE,2023-05-10,organic,enterprise
U00674,TR,2023-10-08,ads,pro
U00675,CH,2023-02-16,referral,pro
U00676,SE,2023-02-25,ads,enterprise
U00677,DE,2023-10-27,organic,free
U00678,CH,2023-05-10,ads,pro
U00679,SE,2024-05-17,organic,free
U00680,NL,2023-04-16,ads,free
U00681,FR,2023-01-13,ads,enterprise
U00682,IT,2023-10-19,organic,free
U00683,DE,2024-04-25,organic,free
U00684,US,2024-05-05,organic,free
U00685,NL,2024-03-27,ads,free
U00686,TR,2023-12-15,organic,free
U00687,TR,2023-07-08,organic,pro
U00688,IT,2023-02-22,ads,enterprise
U00689,FR,2023-09-16,referral,free
U00690,DE,2024-05-04,organic,pro
U00691,IT,2023-04-27,ads,free
U00692,CH,2023-03-08,referral,free
U00693,TR,2024-02-15,referral,pro
U00694,IT,2024-05-18,partner,pro
U00695,DE,2023-03-17,organic,free
U00696,US,2023-02-24,organic,free
U00697,IT,2023-06-05,ads,free
U00698,TR,2023-06-02,organic,enterprise
U00699,DE,2023-11-08,partner,free
U00700,TR,2023-03-29,organic,free
U00701,TR,2023-09-12,referral,pro
U00702,DE,2023-05-02,ads,free
U00703,IT,2024-03-02,organic,enterprise
U00704,DE,2023-08-20,referral,enterprise
U00705,DE,2024-06-19,referral,free
U00706,SE,2024-01-25,partner,free
U00707,IT,2024-04-06,referral,free
U00708,FR,2024-03-29,organic,enterprise
U00709,IT,2023-11-01,organic,free
U00710,US,2024-03-15,referral,pro
U00711,FR,2023-11-09,organic,free
U00712,TR,2023-03-03,ads,free
U00713,TR,2023-04-12,organic,free
U00714,CH,2023-08-01,organic,free
U00715,IT,2023-08-05,ads,free
